NAZWA;WK;PK;GK;GT;PT;Typ jednostki;Podtyp jednostki;Kod GUS;Kod MSWiA;Data od;Data do;Miejscowosc;Kod pocztowy;Adres
NAROL;18;09;05;3;0;Gmina;Gmina miejsko-wiejska;1809053;;1994-01-01;;NAROL;37-610;ul.Rynek 1
OLESZYCE;18;09;06;3;0;Gmina;Gmina miejsko-wiejska;1809063;;1994-01-01;;OLESZYCE;37-630;ul.Rynek 1
STARY DZIK”W;18;09;07;2;0;Gmina;Gmina wiejska;1809072;;1994-01-01;;STARY DZIK”W;37-632;ul.Koúciuszki  78
WIELKIE OCZY;18;09;08;2;0;Gmina;Gmina wiejska;1809082;;1994-01-01;;WIELKIE OCZY;37-627;ul.Leúna 2
≥aÒcucki;18;10;00;0;1;Powiat;;1810000;;1999-01-01;;£A—CUT;37-100;ul.Mickiewicza 2
£A—CUT;18;10;01;1;0;Gmina;Gmina miejska;1810011;;1994-01-01;;£A—CUT;37-100;Pl.Sobieskiego 18
BIA£OBRZEGI;18;10;02;2;0;Gmina;Gmina wiejska;1810022;;1994-01-01;;BIA£OBRZEGI;37-114;Bia≥obrzegi 4
CZARNA;18;10;03;2;0;Gmina;Gmina wiejska;1810032;;1994-01-01;;CZARNA;37-125;Czarna 260
£A—CUT;18;10;04;2;0;Gmina;Gmina wiejska;1810042;;1994-01-01;;£A—CUT;37-100;ul.Mickiewicza 2a
MARKOWA;18;10;05;2;0;Gmina;Gmina wiejska;1810052;;1994-01-01;;MARKOWA;37-120;Markowa
RAKSZAWA;18;10;06;2;0;Gmina;Gmina wiejska;1810062;;1994-01-01;;RAKSZAWA;37-111;Rakszawa 506
ØO£YNIA;18;10;07;2;0;Gmina;Gmina wiejska;1810072;;1994-01-01;;ØO£YNIA;37-110;Rynek 22
mielecki;18;11;00;0;1;Powiat;;1811000;;1999-01-01;;MIELEC;39-300;ul.SÍkowskiego 2b
MIELEC;18;11;01;1;0;Gmina;Gmina miejska;1811011;;1994-01-01;;MIELEC;39-300;ul.Øeromskiego 26
BOROWA;18;11;02;2;0;Gmina;Gmina wiejska;1811022;;1994-01-01;;BOROWA;39-305;Borowa 223
CZERMIN;18;11;03;2;0;Gmina;Gmina wiejska;1811032;;1994-01-01;;CZERMIN;39-304;Czermin 140
GAW£USZOWICE;18;11;04;2;0;Gmina;Gmina wiejska;1811042;;1994-01-01;;GAW£USZOWICE;39-307;
MIELEC;18;11;05;2;0;Gmina;Gmina wiejska;1811052;;1994-01-01;;MIELEC;39-300;ul.Jadernych 7
PADEW NARODOWA;18;11;06;2;0;Gmina;Gmina wiejska;1811062;;1994-01-01;;PADEW NARODOWA;39-453;Padew Narodowa 212
PRZEC£AW;18;11;07;3;0;Gmina;Gmina miejsko-wiejska;1811073;;2010-01-01;;PRZEC£AW;39-320;ul.KiliÒskiego 7
RADOMYåL WIELKI;18;11;08;3;0;Gmina;Gmina miejsko-wiejska;1811083;;1994-01-01;;RADOMYåL WIELKI;39-310;Rynek 32
TUSZ”W NARODOWY;18;11;09;2;0;Gmina;Gmina wiejska;1811092;;1994-01-01;;TUSZ”W NARODOWY;39-332;TuszÛw Narodowy 225
WADOWICE G”RNE;18;11;10;2;0;Gmina;Gmina wiejska;1811102;;1994-01-01;;WADOWICE G”RNE;39-308;
niøaÒski;18;12;00;0;1;Powiat;;1812000;;1999-01-01;;NISKO;37-400;ul.Plac Wolnoúci 2
HARASIUKI;18;12;01;2;0;Gmina;Gmina wiejska;1812012;;1994-01-01;;HARASIUKI;37-413;
JAROCIN;18;12;02;2;0;Gmina;Gmina wiejska;1812022;;1994-01-01;;JAROCIN;37-405;Jarocin 159
JEØOWE;18;12;03;2;0;Gmina;Gmina wiejska;1812032;;1994-01-01;;JEØOWE;37-430;
KRZESZ”W;18;12;04;2;0;Gmina;Gmina wiejska;1812042;;1994-01-01;;KRZESZ”W;37-418;ul.Rynek 2
NISKO;18;12;05;3;0;Gmina;Gmina miejsko-wiejska;1812053;;1994-01-01;;NISKO;37-400;ul.Plac Wolnoúci 14
RUDNIK NAD SANEM;18;12;06;3;0;Gmina;Gmina miejsko-wiejska;1812063;;1994-01-01;;RUDNIK NAD SANEM;37-420;ul.Rynek 40
ULAN”W;18;12;07;3;0;Gmina;Gmina miejsko-wiejska;1812073;;1994-01-01;;ULAN”W;37-410;ul.3 Maja 19
przemyski;18;13;00;0;1;Powiat;;1813000;;1999-01-01;;PRZEMYåL;37-700;pl.DominikaÒski 3
BIRCZA;18;13;01;2;0;Gmina;Gmina wiejska;1813012;;1994-01-01;;BIRCZA;37-740;
DUBIECKO;18;13;02;2;0;Gmina;Gmina wiejska;1813022;;1994-01-01;;DUBIECKO;37-750;ul.Przemyska
FREDROPOL;18;13;03;2;0;Gmina;Gmina wiejska;1813032;;1994-01-01;;FREDROPOL;37-734;
KRASICZYN;18;13;04;2;0;Gmina;Gmina wiejska;1813042;;1994-01-01;;KRASICZYN;37-741;Krasiczyn 177
KRZYWCZA;18;13;05;2;0;Gmina;Gmina wiejska;1813052;;1994-01-01;;KRZYWCZA;37-755;
MEDYKA;18;13;06;2;0;Gmina;Gmina wiejska;1813062;;1994-01-01;;MEDYKA;37-732;Medyka 228
OR£Y;18;13;07;2;0;Gmina;Gmina wiejska;1813072;;1994-01-01;;OR£Y;37-716;
PRZEMYåL;18;13;08;2;0;Gmina;Gmina wiejska;1813082;;1994-01-01;;PRZEMYåL;37-700;ul.Borelowskiego 1
STUBNO;18;13;09;2;0;Gmina;Gmina wiejska;1813092;;1994-01-01;;STUBNO;37-723;
ØURAWICA;18;13;10;2;0;Gmina;Gmina wiejska;1813102;;1994-01-01;;ØURAWICA;37-710;ul. Ojca åw.Jana Paw≥a II 1
przeworski;18;14;00;0;1;Powiat;;1814000;;1999-01-01;;PRZEWORSK;37-200;ul.JagielloÒska 10
PRZEWORSK;18;14;01;1;0;Gmina;Gmina miejska;1814011;;1994-01-01;;PRZEWORSK;37-200;ul.JagielloÒska 10
ADAM”WKA;18;14;02;2;0;Gmina;Gmina wiejska;1814022;;1994-01-01;;ADAM”WKA;37-534;AdamÛwka 97
GA∆;18;14;03;2;0;Gmina;Gmina wiejska;1814032;;1994-01-01;;GA∆;37-207;
JAWORNIK POLSKI;18;14;04;2;0;Gmina;Gmina wiejska;1814042;;1994-01-01;;JAWORNIK POLSKI;37-232;Jawornik Polski 30
KA—CZUGA;18;14;05;3;0;Gmina;Gmina miejsko-wiejska;1814053;;1994-01-01;;KA—CZUGA;37-220;ul.M. Konopnickiej 2
PRZEWORSK;18;14;06;2;0;Gmina;Gmina wiejska;1814062;;1994-01-01;;PRZEWORSK;37-200;ul.JagielloÒska 10
SIENIAWA;18;14;07;3;0;Gmina;Gmina miejsko-wiejska;1814073;;1994-01-01;;SIENIAWA;37-530;ul.Rynek
TRY—CZA;18;14;08;2;0;Gmina;Gmina wiejska;1814082;;1994-01-01;;TRY—CZA;37-204;
ZARZECZE;18;14;09;2;0;Gmina;Gmina wiejska;1814092;;1994-01-01;;ZARZECZE;37-205;
ropczycko-sÍdziszowski;18;15;00;0;1;Powiat;;1815000;;1999-01-01;;ROPCZYCE;39-100;ul.Konopnickiej 5
IWIERZYCE;18;15;01;2;0;Gmina;Gmina wiejska;1815012;;1994-01-01;;IWIERZYCE;39-124;
OSTR”W;18;15;02;2;0;Gmina;Gmina wiejska;1815022;;1994-01-01;;OSTR”W;39-103;OstrÛw 225
ROPCZYCE;18;15;03;3;0;Gmina;Gmina miejsko-wiejska;1815033;;1994-01-01;;ROPCZYCE;39-100;ul.Krisego 1
S DZISZ”W MA£OPOLSKI;18;15;04;3;0;Gmina;Gmina miejsko-wiejska;1815043;;1994-01-01;;S DZISZ”W MA£OPOLSKI;39-120;ul.Rynek 1
WIELOPOLE SKRZY—SKIE;18;15;05;2;0;Gmina;Gmina wiejska;1815052;;1994-01-01;;WIELOPOLE SKRZY—SKIE;39-110;Wielopole SkrzyÒskie 200
rzeszowski;18;16;00;0;1;Powiat;;1816000;;1999-01-01;;RZESZ”W;35-959;ul.Grunwaldzka 15
DYN”W;18;16;01;1;0;Gmina;Gmina miejska;1816011;;1994-01-01;;DYN”W;36-065;ul.Rynek 2
B£AØOWA;18;16;02;3;0;Gmina;Gmina miejsko-wiejska;1816023;;1994-01-01;;B£AØOWA;36-030;Pl.Wolnoúci 1
BOGUCHWA£A;18;16;03;3;0;Gmina;Gmina miejsko-wiejska;1816033;;2008-01-01;;BOGUCHWA£A;36-040;ul.dr. Tkaczowa 134
CHMIELNIK;18;16;04;2;0;Gmina;Gmina wiejska;1816042;;1994-01-01;;CHMIELNIK;36-016;Chmielnik 50
DYN”W;18;16;05;2;0;Gmina;Gmina wiejska;1816052;;1994-01-01;;DYN”W;36-065;ul.Ks.JÛzefa Oøoga 2
G£OG”W MA£OPOLSKI;18;16;06;3;0;Gmina;Gmina miejsko-wiejska;1816063;;1994-01-01;;G£OG”W MA£OPOLSKI;36-060;ul.Rynek 1
HYØNE;18;16;07;2;0;Gmina;Gmina wiejska;1816072;;1994-01-01;;HYØNE;36-024;Hyøne 103
KAMIE—;18;16;08;2;0;Gmina;Gmina wiejska;1816082;;1994-01-01;;KAMIE—;36-053;KamieÒ 287
KRASNE;18;16;09;2;0;Gmina;Gmina wiejska;1816092;;1994-01-01;;KRASNE;36-007;
LUBENIA;18;16;10;2;0;Gmina;Gmina wiejska;1816102;;1994-01-01;;LUBENIA;36-042;Lubenia 131
SOKO£”W MA£OPOLSKI;18;16;11;3;0;Gmina;Gmina miejsko-wiejska;1816113;;1994-01-01;;SOKO£”W MA£OPOLSKI;36-050;ul.Rynek 1
åWILCZA;18;16;12;2;0;Gmina;Gmina wiejska;1816122;;1994-01-01;;åWILCZA;36-072;åwilcza 168
TRZEBOWNISKO;18;16;13;2;0;Gmina;Gmina wiejska;1816132;;1994-01-01;;TRZEBOWNISKO;36-001;Trzebownisko 976
TYCZYN;18;16;14;3;0;Gmina;Gmina miejsko-wiejska;1816143;;1994-01-01;;TYCZYN;36-020;ul.Rynek 18
sanocki;18;17;00;0;1;Powiat;;1817000;;1999-01-01;;SANOK;38-500;ul.Rynek 1
SANOK;18;17;01;1;0;Gmina;Gmina miejska;1817011;;1994-01-01;;SANOK;38-500;ul.Rynek 1
BESKO;18;17;02;2;0;Gmina;Gmina wiejska;1817022;;1994-01-01;;BESKO;38-524;ul.Besko 401
BUKOWSKO;18;17;03;2;0;Gmina;Gmina wiejska;1817032;;1994-01-01;;BUKOWSKO;38-505;Bukowsko 290
KOMA—CZA;18;17;04;2;0;Gmina;Gmina wiejska;1817042;;1994-01-01;;KOMA—CZA;38-543;
SANOK;18;17;05;2;0;Gmina;Gmina wiejska;1817052;;1994-01-01;;SANOK;38-500;ul.Koúciuszki 23
TYRAWA WO£OSKA;18;17;06;2;0;Gmina;Gmina wiejska;1817062;;1994-01-01;;TYRAWA WO£OSKA;38-535;Tyrawa Wo≥oska 175
ZAG”RZ;18;17;07;3;0;Gmina;Gmina miejsko-wiejska;1817073;;1994-01-01;;ZAG”RZ;38-540;ul.3-go Maja 2
ZARSZYN;18;17;08;2;0;Gmina;Gmina wiejska;1817082;;1994-01-01;;ZARSZYN;38-530;Zarszyn 53
stalowowolski;18;18;00;0;1;Powiat;;1818000;;1999-01-01;;STALOWA WOLA;37-450;ul.ks.J.Popie≥uszki 17
STALOWA WOLA;18;18;01;1;0;Gmina;Gmina miejska;1818011;;1994-01-01;;STALOWA WOLA;37-450;pl. Wolnoúci 7
BOJAN”W;18;18;02;2;0;Gmina;Gmina wiejska;1818022;;1994-01-01;;BOJAN”W;37-433;ul.Parkowa 5
PYSZNICA;18;18;03;2;0;Gmina;Gmina wiejska;1818032;;1994-01-01;;PYSZNICA;37-403;ul.Wolnoúci 277
RADOMYåL NAD SANEM;18;18;04;2;0;Gmina;Gmina wiejska;1818042;;2002-01-01;;RADOMYåL NAD SANEM;37-455;Rynek Duøy 7
ZAKLIK”W;18;18;05;2;0;Gmina;Gmina wiejska;1818052;;1994-01-01;;ZAKLIK”W;37-470;ul.Zachodnia 15
ZALESZANY;18;18;06;2;0;Gmina;Gmina wiejska;1818062;;1994-01-01;;ZALESZANY;37-415;Zaleszany 66
strzyøowski;18;19;00;0;1;Powiat;;1819000;;1999-01-01;;STRZYØ”W;38-100;ul.Przec≥awczyka 15
CZUDEC;18;19;01;2;0;Gmina;Gmina wiejska;1819012;;1994-01-01;;CZUDEC;38-120;ul.Starowiejska 6
FRYSZTAK;18;19;02;2;0;Gmina;Gmina wiejska;1819022;;1994-01-01;;FRYSZTAK;38-130;ul.Blajera 20
NIEBYLEC;18;19;03;2;0;Gmina;Gmina wiejska;1819032;;1994-01-01;;NIEBYLEC;38-114;Niebylec 170
STRZYØ”W;18;19;04;3;0;Gmina;Gmina miejsko-wiejska;1819043;;1994-01-01;;STRZYØ”W;38-100;ul.Przec≥awczyka 5
WIåNIOWA;18;19;05;2;0;Gmina;Gmina wiejska;1819052;;1994-01-01;;WIåNIOWA;38-124;Wiúniowa 150
tarnobrzeski;18;20;00;0;1;Powiat;;1820000;;1999-01-01;;TARNOBRZEG;39-400;ul.1 Maja 4
BARAN”W SANDOMIERSKI;18;20;01;3;0;Gmina;Gmina miejsko-wiejska;1820013;;1994-01-01;;BARAN”W SANDOMIERSKI;39-450;ul.Gen.Leopolda Okulickiego
GORZYCE;18;20;02;2;0;Gmina;Gmina wiejska;1820022;;1994-01-01;;GORZYCE;39-432;ul.Sandomierska 75
GR B”W;18;20;03;2;0;Gmina;Gmina wiejska;1820032;;1994-01-01;;GR B”W;39-410;GrÍbÛw 15
NOWA D BA;18;20;04;3;0;Gmina;Gmina miejsko-wiejska;1820043;;1994-01-01;;NOWA D BA;39-460;ul.Rzeszowska 3
leski;18;21;00;0;1;Powiat;;1821000;;2002-01-01;;LESKO;38-600;ul.Rynek 1
BALIGR”D;18;21;01;2;0;Gmina;Gmina wiejska;1821012;;2002-01-01;;BALIGR”D;38-606;PL.Wolnoúci 13
CISNA;18;21;02;2;0;Gmina;Gmina wiejska;1821022;;2002-01-01;;CISNA;38-607;Cisna 49
LESKO;18;21;03;3;0;Gmina;Gmina miejsko-wiejska;1821033;;2002-01-01;;LESKO;38-600;Parkowa 1
OLSZANICA;18;21;04;2;0;Gmina;Gmina wiejska;1821042;;2002-01-01;;OLSZANICA;38-722;Olszanica 81
SOLINA;18;21;05;2;0;Gmina;Gmina wiejska;1821052;;2002-01-01;;POLA—CZYK;38-610;ul.Wiejska 2
Krosno;18;61;00;0;2;Miasto na prawach powiatu;;1861000;;1999-01-01;;KROSNO;38-400;ul.Lwowska 28a
Przemyúl;18;62;00;0;2;Miasto na prawach powiatu;;1862000;;1999-01-01;;PRZEMYåL;37-700;ul.Rynek 1
RzeszÛw;18;63;00;0;2;Miasto na prawach powiatu;;1863000;;1999-01-01;;RZESZ”W;35-064;ul.Rynek 1
Tarnobrzeg;18;64;00;0;2;Miasto na prawach powiatu;;1864000;;1999-01-01;;TARNOBRZEG;39-400;ul.Koúciuszki 32
podlaskie;20;00;00;0;0;WojewÛdztwo;;2000000;;1999-01-01;;Bia≥ystok;15-888;ul.Kard.S.WyszyÒskiego 1
augustowski;20;01;00;0;1;Powiat;;2001000;;1999-01-01;;AUGUST”W;16-300;ul.3-go Maja 29
AUGUST”W;20;01;01;1;0;Gmina;Gmina miejska;2001011;;1994-01-01;;AUGUST”W;16-300;ul.3-go Maja 60
AUGUST”W;20;01;02;2;0;Gmina;Gmina wiejska;2001022;;1994-01-01;;AUGUST”W;16-300;ul.Wojska Polskiego 51
BARG£”W KOåCIELNY;20;01;03;2;0;Gmina;Gmina wiejska;2001032;;1994-01-01;;BARG£”W KOåCIELNY;16-320;ul.Augustowska 47
LIPSK;20;01;04;3;0;Gmina;Gmina miejsko-wiejska;2001043;;1994-01-01;;LIPSK;16-315;ul.Koúcielna 3
NOWINKA;20;01;05;2;0;Gmina;Gmina wiejska;2001052;;1994-01-01;;NOWINKA;16-304;
P£ASKA;20;01;06;2;0;Gmina;Gmina wiejska;2001062;;1994-01-01;;P£ASKA;16-326;P≥aska 53
SZTABIN;20;01;07;2;0;Gmina;Gmina wiejska;2001072;;1994-01-01;;SZTABIN;16-310;ul.Augustowska 53
bia≥ostocki;20;02;00;0;1;Powiat;;2002000;;1999-01-01;;BIA£YSTOK;15-569;ul.Borsucza 2
CHOROSZCZ;20;02;01;3;0;Gmina;Gmina miejsko-wiejska;2002013;;1994-01-01;;CHOROSZCZ;16-070;ul.DominikaÒska 2
CZARNA BIA£OSTOCKA;20;02;02;3;0;Gmina;Gmina miejsko-wiejska;2002023;;1994-01-01;;CZARNA BIA£OSTOCKA;16-020;ul.Traugutta 2
DOBRZYNIEWO DUØE;20;02;03;2;0;Gmina;Gmina wiejska;2002032;;2002-01-01;;DOBRZYNIEWO DUØE;16-002;ul.Bia≥ostocka 25
GR”DEK;20;02;04;2;0;Gmina;Gmina wiejska;2002042;;1994-01-01;;GR”DEK;16-040;ul.ChodkiewiczÛw 2
JUCHNOWIEC KOåCIELNY;20;02;05;2;0;Gmina;Gmina wiejska;2002052;;1994-01-01;;JUCHNOWIEC KOåCIELNY;16-061;ul. Lipowa 10
£APY;20;02;06;3;0;Gmina;Gmina miejsko-wiejska;2002063;;1994-01-01;;£APY;18-100;ul.Sikorskiego 24
MICHA£OWO;20;02;07;3;0;Gmina;Gmina miejsko-wiejska;2002073;;2009-01-01;;MICHA£OWO;16-050;ul.Wπska 1
POåWI TNE;20;02;08;2;0;Gmina;Gmina wiejska;2002082;;1994-01-01;;POåWI TNE;18-112;PoúwiÍtne 21
SUPRAåL;20;02;09;3;0;Gmina;Gmina miejsko-wiejska;2002093;;1994-01-01;;SUPRAåL;16-030;ul.Pi≥sudskiego 58
SURAØ;20;02;10;3;0;Gmina;Gmina miejsko-wiejska;2002103;;1994-01-01;;SURAØ;18-105;ul.11-go Listopada 16
TUROå— KOåCIELNA;20;02;11;2;0;Gmina;Gmina wiejska;2002112;;1994-01-01;;TUROå— KOåCIELNA;18-106;ul.Bia≥ostocka 5
TYKOCIN;20;02;12;3;0;Gmina;Gmina miejsko-wiejska;2002123;;1994-01-01;;TYKOCIN;16-080;ul.Z≥ota 2
WASILK”W;20;02;13;3;0;Gmina;Gmina miejsko-wiejska;2002133;;1994-01-01;;WASILK”W;16-010;ul.Bia≥ostocka 7
ZAB£UD”W;20;02;14;3;0;Gmina;Gmina miejsko-wiejska;2002143;;1994-01-01;;ZAB£UD”W;16-060;ul.Rynek 8
ZAWADY;20;02;15;2;0;Gmina;Gmina wiejska;2002152;;1994-01-01;;ZAWADY;16-075;Pl.Wolnoúci 12
bielski;20;03;00;0;1;Powiat;;2003000;;1999-01-01;;BIELSK PODLASKI;17-100;ul.Mickiewicza 46
BIELSK PODLASKI;20;03;01;1;0;Gmina;Gmina miejska;2003011;;1994-01-01;;BIELSK PODLASKI;17-100;ul.Kopernika 1
BRA—SK;20;03;02;1;0;Gmina;Gmina miejska;2003021;;1994-01-01;;BRA—SK;17-120;ul.Rynek 8
BIELSK PODLASKI;20;03;03;2;0;Gmina;Gmina wiejska;2003032;;1994-01-01;;BIELSK PODLASKI;17-100;ul.Mickiewicza 46
BO∆KI;20;03;04;2;0;Gmina;Gmina wiejska;2003042;;1994-01-01;;BO∆KI;17-111;ul.Armii Krajowej 5
BRA—SK;20;03;05;2;0;Gmina;Gmina wiejska;2003052;;1994-01-01;;BRA—SK;17-120;ul.Rynek 8
ORLA;20;03;06;2;0;Gmina;Gmina wiejska;2003062;;1994-01-01;;ORLA;17-106;ul.Mickiewicza 5
RUDKA;20;03;07;2;0;Gmina;Gmina wiejska;2003072;;1994-01-01;;RUDKA;17-123;ul.BraÒska 13
WYSZKI;20;03;08;2;0;Gmina;Gmina wiejska;2003082;;1994-01-01;;WYSZKI;17-132;ul.PiÛrkowska 2
grajewski;20;04;00;0;1;Powiat;;2004000;;1999-01-01;;GRAJEWO;19-200;ul.Straøacka 6B
GRAJEWO;20;04;01;1;0;Gmina;Gmina miejska;2004011;;1994-01-01;;GRAJEWO;19-200;ul.Straøacka 6
GRAJEWO;20;04;02;2;0;Gmina;Gmina wiejska;2004022;;1994-01-01;;GRAJEWO;19-200;ul.Komunalna 6
RADZI£”W;20;04;03;2;0;Gmina;Gmina wiejska;2004032;;1994-01-01;;RADZI£”W;19-213;Pl.500-lecia 14
RAJGR”D;20;04;04;3;0;Gmina;Gmina miejsko-wiejska;2004043;;1994-01-01;;RAJGR”D;19-206;ul.Warszawska 32
SZCZUCZYN;20;04;05;3;0;Gmina;Gmina miejsko-wiejska;2004053;;1994-01-01;;SZCZUCZYN;19-230;Pl.1000-lecia 23
W•SOSZ;20;04;06;2;0;Gmina;Gmina wiejska;2004062;;1994-01-01;;W•SOSZ;19-222;Pl.RzÍdziana  7
hajnowski;20;05;00;0;1;Powiat;;2005000;;1999-01-01;;HAJN”WKA;17-200;ul.Aleksego Zina 1
HAJN”WKA;20;05;01;1;0;Gmina;Gmina miejska;2005011;;1994-01-01;;HAJN”WKA;17-200;ul.Aleksego Zina 1
BIA£OWIEØA;20;05;02;2;0;Gmina;Gmina wiejska;2005022;;1994-01-01;;BIA£OWIEØA;17-230;ul.Sportowa 1
CZEREMCHA;20;05;03;2;0;Gmina;Gmina wiejska;2005032;;1994-01-01;;CZEREMCHA;17-240;ul.Duboisa 14
CZYØE;20;05;04;2;0;Gmina;Gmina wiejska;2005042;;1994-01-01;;CZYØE;17-207;Czyøe 201
DUBICZE CERKIEWNE;20;05;05;2;0;Gmina;Gmina wiejska;2005052;;1994-01-01;;DUBICZE CERKIEWNE;17-204;ul.G≥Ûwna 65
HAJN”WKA;20;05;06;2;0;Gmina;Gmina wiejska;2005062;;1994-01-01;;HAJN”WKA;17-200;ul.Aleksego Zina 1
KLESZCZELE;20;05;07;3;0;Gmina;Gmina miejsko-wiejska;2005073;;1994-01-01;;KLESZCZELE;17-250;ul.1-go Maja 4
NAREW;20;05;08;2;0;Gmina;Gmina wiejska;2005082;;1994-01-01;;NAREW;17-210;ul.Mickiewicza 101
NAREWKA;20;05;09;2;0;Gmina;Gmina wiejska;2005092;;1994-01-01;;NAREWKA;17-220;ul.Bia≥owieska 1
kolneÒski;20;06;00;0;1;Powiat;;2006000;;1999-01-01;;KOLNO;18-500;ul. 11 listopada 1
KOLNO;20;06;01;1;0;Gmina;Gmina miejska;2006011;;1994-01-01;;KOLNO;18-500;ul.Wojska Polskiego 20
GRABOWO;20;06;02;2;0;Gmina;Gmina wiejska;2006022;;1994-01-01;;GRABOWO;18-507;ul.Sikorskiego 1
KOLNO;20;06;03;2;0;Gmina;Gmina wiejska;2006032;;1994-01-01;;KOLNO;18-500;ul.Wojska Polskiego 20
MA£Y P£OCK;20;06;04;2;0;Gmina;Gmina wiejska;2006042;;1994-01-01;;MA£Y P£OCK;18-516;ul.J.Kochanowskiego 15
STAWISKI;20;06;05;3;0;Gmina;Gmina miejsko-wiejska;2006053;;1994-01-01;;STAWISKI;18-520;Pl.Wolnoúci 13
TUROåL;20;06;06;2;0;Gmina;Gmina wiejska;2006062;;1994-01-01;;TUROåL;18-525;u. Jana Paw≥a II
≥omøyÒski;20;07;00;0;1;Powiat;;2007000;;1999-01-01;;£OMØA;18-400;ul.Szosa Zambrowska 1/27
JEDWABNE;20;07;01;3;0;Gmina;Gmina miejsko-wiejska;2007013;;1994-01-01;;JEDWABNE;18-420;ul.Øwirki i Wigury 3
£OMØA;20;07;02;2;0;Gmina;Gmina wiejska;2007022;;1994-01-01;;£OMØA;18-400;ul.M.C.Sk≥odowskiej 1a
MIASTKOWO;20;07;03;2;0;Gmina;Gmina wiejska;2007032;;1994-01-01;;MIASTKOWO;18-413;ul.£omøyÒska 32
NOWOGR”D;20;07;04;3;0;Gmina;Gmina miejsko-wiejska;2007043;;1994-01-01;;NOWOGR”D;18-414;ul.£omøyÒska 41
PI•TNICA;20;07;05;2;0;Gmina;Gmina wiejska;2007052;;1994-01-01;;PI•TNICA;18-421;ul.Stawiskowska 53
PRZYTU£Y;20;07;06;2;0;Gmina;Gmina wiejska;2007062;;1994-01-01;;PRZYTU£Y;18-423;ul.Supska 10
åNIADOWO;20;07;07;2;0;Gmina;Gmina wiejska;2007072;;1994-01-01;;åNIADOWO;18-411;ul.Ostro≥Ícka 11
WIZNA;20;07;08;2;0;Gmina;Gmina wiejska;2007082;;1994-01-01;;WIZNA;18-430;Pl.Kapitana Raginisa 35
ZB”JNA;20;07;09;2;0;Gmina;Gmina wiejska;2007092;;1994-01-01;;ZB”JNA;18-416;ul.£omøyÒska 64
moniecki;20;08;00;0;1;Powiat;;2008000;;1999-01-01;;MO—KI;19-100;ul.S≥owackiego 5a
GONI•DZ;20;08;01;3;0;Gmina;Gmina miejsko-wiejska;2008013;;1994-01-01;;GONI•DZ;19-110;Pl.11-go Listopada 38
JASION”WKA;20;08;02;2;0;Gmina;Gmina wiejska;2008022;;1994-01-01;;JASION”WKA;19-122;ul.Rynek 19
JAåWI£Y;20;08;03;2;0;Gmina;Gmina wiejska;2008032;;1994-01-01;;JAåWI£Y;19-124;Jaúwi≥y 7
KNYSZYN;20;08;04;3;0;Gmina;Gmina miejsko-wiejska;2008043;;1994-01-01;;KNYSZYN;19-120;Rynek 39
KRYPNO;20;08;05;2;0;Gmina;Gmina wiejska;2008052;;1994-01-01;;KRYPNO;19-111;Krypno Koúcielne 23b
MO—KI;20;08;06;3;0;Gmina;Gmina miejsko-wiejska;2008063;;1994-01-01;;MO—KI;19-100;ul.S≥owackiego 5a
TRZCIANNE;20;08;07;2;0;Gmina;Gmina wiejska;2008072;;1994-01-01;;TRZCIANNE;19-104;ul.Wojska Polskiego 10
sejneÒski;20;09;00;0;1;Powiat;;2009000;;1999-01-01;;SEJNY;16-500;ul.1-go Maja 1
SEJNY;20;09;01;1;0;Gmina;Gmina miejska;2009011;;1994-01-01;;SEJNY;16-500;ul.Pi≥sudskiego 25
GIBY;20;09;02;2;0;Gmina;Gmina wiejska;2009022;;1994-01-01;;GIBY;16-506;Giby 74
KRASNOPOL;20;09;03;2;0;Gmina;Gmina wiejska;2009032;;1994-01-01;;KRASNOPOL;16-503;ul.Wojska Polskiego 4
PU—SK;20;09;04;2;0;Gmina;Gmina wiejska;2009042;;1994-01-01;;PU—SK;16-515;ul.Mickiewicza 23
SEJNY;20;09;05;2;0;Gmina;Gmina wiejska;2009052;;1994-01-01;;SEJNY;16-500;ul.åwierczewskiego 1
siemiatycki;20;10;00;0;1;Powiat;;2010000;;1999-01-01;;SIEMIATYCZE;17-300;ul.Leg.Pi≥sudskiego 3
SIEMIATYCZE;20;10;01;1;0;Gmina;Gmina miejska;2010011;;1994-01-01;;SIEMIATYCZE;17-300;ul.Pa≥acowa 2
DROHICZYN;20;10;02;3;0;Gmina;Gmina miejsko-wiejska;2010023;;1994-01-01;;DROHICZYN;17-312;ul.Kraszewskiego 5
DZIADKOWICE;20;10;03;2;0;Gmina;Gmina wiejska;2010032;;1994-01-01;;DZIADKOWICE;17-306;
GRODZISK;20;10;04;2;0;Gmina;Gmina wiejska;2010042;;1994-01-01;;GRODZISK;17-315;ul.1-go  Maja 6
MIELNIK;20;10;05;2;0;Gmina;Gmina wiejska;2010052;;1994-01-01;;MIELNIK;17-307;ul.Piaskowa 38
MILEJCZYCE;20;10;06;2;0;Gmina;Gmina wiejska;2010062;;1994-01-01;;MILEJCZYCE;17-332;ul.Szkolna 5
NURZEC-STACJA;20;10;07;2;0;Gmina;Gmina wiejska;2010072;;1994-01-01;;NURZEC-STACJA;17-330;ul.Øerczycka 33
PERLEJEWO;20;10;08;2;0;Gmina;Gmina wiejska;2010082;;1994-01-01;;PERLEJEWO;17-322;Perlejewo 14
